engine_temp,oil_pressure,battery_voltage,brake_status,speed,label
98.47699907107862,36.63102370120295,13.869925623034277,0,74.6550557006831,NORMAL
94.03214989180171,42.42882999514652,12.64840762209847,0,41.55926913149162,NORMAL
99.53381976670485,38.69527779710906,13.268881977649015,1,85.74069143241576,NORMAL
105.66120899485618,43.424050175106345,13.383335990647467,0,47.28914924584008,NORMAL
93.36092637693665,47.43019627146573,13.406363463359853,0,87.48665112335385,NORMAL
93.36104130135574,60.045853835976615,13.472198422431234,0,56.776655738578356,NORMAL
106.05448970855174,46.14609153553157,13.644175927923797,0,13.368586231110115,NORMAL
100.37204310407036,30.972491518764887,13.38583702438186,0,35.527512785571886,NORMAL
91.71367929845533,63.680814157941924,13.252776687142529,0,52.08755873938147,NORMAL
98.79792030510175,39.954918396619526,13.236964262136123,0,106.04567071245734,NORMAL
91.75607615031277,49.295354874744454,13.155393679184659,0,92.03430891587675,NORMAL
91.7398917250082,55.35843808328854,13.715017329730747,1,113.71584236966426,BRAKE_RISK
96.69373590096224,52.3953250208334,13.141388608209395,0,114.60905648089575,NORMAL
81.60703828739541,63.1301545702577,13.738708443603299,0,48.95747586227255,NORMAL
82.92557517240877,55.74803772071311,13.407599632903949,0,59.34539420723512,NORMAL
91.0639872953132,39.664285043634706,13.191498077257549,1,52.66160227008385,NORMAL
87.91018215765904,76.14274608789995,13.647362886297655,0,44.8546818409677,NORMAL
97.19973132816692,52.3320015600588,13.109018430110753,0,9.755158719906248,NORMAL
88.64383147135152,48.23191728054193,13.655273616291286,1,64.55756845949473,NORMAL
85.11387409065296,61.56710507666685,13.485090448476715,0,26.433032188666687,NORMAL
105.25954138245088,52.993411351160866,13.161470124363232,0,63.974843553970175,NORMAL
93.41956589659425,54.79073831527192,13.611453926133825,0,128.47312428688954,NORMAL
95.47269743281547,79.90620798320825,13.618635890275456,1,49.71964711007874,NORMAL
85.0267626965058,46.69854286093944,13.863007842323983,0,70.84322016884202,NORMAL
91.18932092832372,46.18686927179125,13.786458804963718,1,92.1994515742785,NORMAL
95.77645812796906,51.398942144149565,13.596509608290514,0,73.40873875897721,NORMAL
86.94304495804388,62.858191226972465,12.948963619516496,0,73.77452563826887,NORMAL
97.6298861284197,31.92159163771521,14.379434795269622,0,54.127926989357604,NORMAL
90.79552917056836,26.413329302281937,12.838553515571276,0,58.04366074816302,NORMAL
92.95814375144707,42.95461675255823,13.779705269712924,0,36.19968433436515,NORMAL
90.78805371439422,30.392924491288554,13.57251352675452,0,90.38135026668223,NORMAL
107.96594729156257,44.90202382969234,12.930343051007554,0,12.75525030157712,NORMAL
94.90551942683446,56.02999635355148,13.3502796244486,1,94.13265015146607,NORMAL
87.59602349730869,39.31101363737284,13.368498845502144,1,22.88904845764273,NORMAL
100.75781438472232,32.87808107862389,13.92223308632421,0,93.87821822229957,NORMAL
86.45409445020285,50.83204594058417,13.114675639887915,0,54.385474213634566,NORMAL
96.46204516503329,60.350521815382045,13.295221997430259,0,28.04393935600759,NORMAL
81.28230913284158,29.660318737800647,12.465572157991495,0,82.3789593523891,NORMAL
85.70269765771098,59.84278877967181,14.093905117249431,0,92.86302605227324,NORMAL
96.37802865108387,59.80767444485991,12.971812702791972,0,51.8576405568939,NORMAL
100.16926605996787,61.449021225879534,13.53076434569567,0,86.61831646036799,NORMAL
96.19957796832979,64.62176257846023,13.359436868111255,0,0.0,NORMAL
94.19046202328232,76.4241670959154,13.360799613286664,0,25.38211130760199,NORMAL
92.89227413087498,45.72689541657134,13.72394479394835,1,103.77226791406187,BRAKE_RISK
84.650346067428,51.314858960934295,14.068504984121454,0,58.28992177406251,NORMAL
89.96109054123704,45.002738801023696,13.500597467976798,0,9.133600206534574,NORMAL
91.77552860328149,50.02372213706973,13.66203120705221,0,44.03401458674019,NORMAL
102.39985558353241,68.39448026763574,13.531556614690817,0,37.297985824247576,NORMAL
97.40532802697923,33.859826192831974,13.807012569572251,0,60.02114805581226,NORMAL
82.65871891246087,39.667403934013095,13.21483344820547,1,53.87747048577058,NORMAL
97.26858778576357,66.52617123805473,13.830156221766567,0,70.36795186814483,NORMAL
92.30442403708578,62.24043808282508,13.844199946258954,1,62.91601845162276,NORMAL
90.26154599785829,45.642420238195065,13.833014803473164,0,105.79217765111056,NORMAL
99.28173402188608,60.25282401344864,13.13594085306541,0,77.73645799159007,NORMAL
102.21699665747165,54.0945901099044,13.332664946305124,0,78.73014833580758,NORMAL
101.5189608338134,68.00329530801186,13.495786795512174,0,99.95471371683566,NORMAL
89.12547733744152,50.894115125921275,12.851663182068398,1,53.33693748711255,NORMAL
92.8355133690415,62.30758536647099,14.037968083234407,0,27.143676699245447,NORMAL
97.31884401982495,81.70414292591144,13.39508938659913,0,101.20910973896747,NORMAL
101.82881588985651,57.1771898605696,13.51357115504189,0,69.07525244324337,NORMAL
91.64578033508297,50.591937989538124,13.169198224109119,0,69.18053623696785,NORMAL
93.70038716335328,58.66936382265175,12.869248976253191,0,46.00010235409291,NORMAL
87.2556551819578,45.61662970155338,13.158388045810092,0,46.49434000689268,NORMAL
86.6265536314353,78.65561246629679,13.487681675053436,0,90.4016701631253,NORMAL
100.68768075675939,52.160852452351776,13.669371525101477,0,94.53967394412831,NORMAL
104.49368019999577,46.72480015729384,13.464716616241088,0,88.51470217239975,NORMAL
94.49592914893766,39.971731939759565,13.53868960649678,0,88.78884816336425,NORMAL
102.02473028524417,63.16664229927726,13.26518945012745,1,82.07088611779277,NORMAL
97.53145217533344,60.40624895393287,13.598499426498172,0,68.9456819023447,NORMAL
